,price,ranks,title,no_of_reviews,ratings,author,cover_type,year,genre
961,27.97,70.0,D&D Dungeon Master's Guide (Dungeons & Dragons Core Rulebook),26151.0,4.9,Wizards RPG,Hardcover,2018,Fiction
962,15.5,71.0,Sapiens: A Brief History of Humankind,65838.0,4.6,Yuval Harari,Paperback,2018,Non Fiction
963,4.98,72.0,Love You Forever,53161.0,4.9,Robert Munsch,Paperback,2018,Fiction
964,8.95,73.0,Dragons Love Tacos,15753.0,4.8,Adam Rubin,Hardcover,2018,Fiction
965,14.18,74.0,The Woman in the Window: A Novel,38250.0,4.4,A. J. Finn,Hardcover,2018,Fiction
966,26.9,75.0,D&D Monster Manual (Dungeons & Dragons Core Rulebook),22559.0,4.9,Wizards RPG,Hardcover,2018,Fiction
967,15.9,76.0,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,9484.0,4.6,Suzanne Ryan,Paperback,2018,Non Fiction
968,18.29,77.0,StrengthsFinder 2.0,7082.0,4.1,Gallup,Hardcover,2018,Non Fiction
969,14.49,78.0,Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),26082.0,4.8,Jocko Willink,Hardcover,2018,Non Fiction
970,14.35,79.0,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,4750.0,4.8,Gregg Jarrett,Hardcover,2018,Non Fiction
971,4.99,80.0,How to Draw 101 Animals (1),24653.0,4.7,Dan Green,Paperback,2018,Non Fiction
972,9.0,81.0,The Sun and Her Flowers,16958.0,4.8,Rupi Kaur,Paperback,2018,Non Fiction
973,8.32,82.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,28111.0,4.5,Marie Kondō,Hardcover,2018,Non Fiction
974,8.94,83.0,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",15796.0,4.4,Jen Fisch,Paperback,2018,Non Fiction
975,7.0,84.0,Where Do Diggers Sleep at Night? (Where Do...Series),13755.0,4.8,Brianna Caplan Sayres,Board book,2018,Fiction
976,17.99,85.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,9187.0,4.7,Stephen R. Covey,Paperback,2018,Non Fiction
977,15.74,86.0,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",4743.0,4.7,Reese Witherspoon,Hardcover,2018,Non Fiction
978,18.5,87.0,Man's Search for Meaning (OLD EDITION/OUT OF PRINT),53306.0,4.7,Viktor E. Frankl,Paperback,2018,Non Fiction
979,14.4,88.0,The Great Alone: A Novel,44690.0,4.7,Kristin Hannah,Hardcover,2018,Fiction
980,11.88,89.0,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,24427.0,4.7,Dave Ramsey,Hardcover,2018,Non Fiction
981,14.42,90.0,Cravings: Hungry for More: A Cookbook,6748.0,4.8,Chrissy Teigen,Hardcover,2018,Non Fiction
982,14.35,91.0,The Handmaid's Tale,60681.0,4.4,Margaret Atwood,Paperback,2018,Fiction
983,6.92,92.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,29674.0,4.7,Brené Brown,Paperback,2018,Non Fiction
984,6.79,93.0,The Great Gatsby: The Only Authorized Edition,18656.0,4.5,F. Scott Fitzgerald,Paperback,2018,Fiction
985,11.4,94.0,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928.0,4.8,Bessel van der Kolk M.D.,Paperback,2018,Non Fiction
986,10.99,95.0,"Gmorning, Gnight!: Little Pep Talks for Me & You",4789.0,4.8,Lin-Manuel Miranda,Hardcover,2018,Non Fiction
987,8.99,96.0,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,94095.0,4.7,Robert T. Kiyosaki,Mass Market Paperback,2018,Non Fiction
988,11.58,97.0,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,29897.0,4.7,Admiral William H. McRaven,Hardcover,2018,Non Fiction
989,38.86,98.0,Harry Potter Paperback Box Set (Books 1-7),91629.0,4.9,J. K. Rowling,Paperback,2018,Fiction
990,32.99,99.0,Xanathar's Guide to Everything (Dungeons & Dragons),20036.0,4.9,Dungeons & Dragons,Hardcover,2018,Fiction
991,12.39,1.0,Where the Crawdads Sing,344811.0,4.8,Delia Owens,Hardcover,2019,Fiction
992,16.5,2.0,Becoming,123276.0,4.8,Michelle Obama,Hardcover,2019,Non Fiction
993,13.0,3.0,Educated: A Memoir,69406.0,4.7,Tara Westover,Hardcover,2019,Non Fiction
994,6.43,4.0,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),23639.0,4.9,Dav Pilkey,Hardcover,2019,Fiction
995,11.51,5.0,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",27338.0,4.6,Rachel Hollis,Hardcover,2019,Non Fiction
996,7.76,6.0,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),27986.0,4.9,Dav Pilkey,Hardcover,2019,Fiction
997,8.96,7.0,Wrecking Ball (Diary of a Wimpy Kid Book 14),18630.0,4.9,Jeff Kinney,Hardcover,2019,Fiction
998,8.55,8.0,The Wonderful Things You Will Be,25148.0,4.9,Emily Winfield Martin,Hardcover,2019,Fiction
999,5.99,9.0,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",66846.0,4.8,School Zone,Paperback,2019,Non Fiction
1000,7.57,10.0,The 5 Love Languages: The Secret to Love that Lasts,69866.0,4.8,Gary Chapman,Paperback,2019,Non Fiction
1001,9.98,11.0,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",14255.0,4.6,Rachel Hollis,Hardcover,2019,Non Fiction
1002,5.28,12.0,The Wonky Donkey,74725.0,4.8,Craig Smith,Paperback,2019,Fiction
1003,14.35,13.0,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,80328.0,4.6,Mark Manson,Hardcover,2019,Non Fiction
1004,5.99,14.0,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),28840.0,4.6,M Prefontaine,Paperback,2019,Non Fiction
1005,16.65,15.0,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",20620.0,4.8,Samin Nosrat,Hardcover,2019,Non Fiction
1006,4.93,16.0,The Very Hungry Caterpillar,54008.0,4.9,Eric Carle,Board book,2019,Fiction
1007,11.89,17.0,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",22169.0,4.8,Adir Levy,Hardcover,2019,Fiction
1008,23.55,18.0,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,17297.0,4.8,Lysa TerKeurst,Hardcover,2019,Non Fiction
1009,6.99,19.0,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",32091.0,4.8,Hopscotch Girls,Paperback,2019,Non Fiction
1010,7.74,20.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),86676.0,4.7,Don Miguel Ruiz,Paperback,2019,Non Fiction
1011,12.99,21.0,Unfreedom of the Press,9263.0,4.9,Mark R. Levin,Hardcover,2019,Non Fiction
1012,9.99,22.0,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),18456.0,4.9,Dav Pilkey,Hardcover,2019,Fiction
1013,6.9,23.0,Giraffes Can't Dance,28447.0,4.8,Giles Andreae,Board book,2019,Fiction
1014,4.14,24.0,If Animals Kissed Good Night,69538.0,4.8,Ann Whitford Paul,Board book,2019,Fiction
1015,8.48,25.0,"Oh, the Places You'll Go!",42848.0,4.9,Dr. Seuss,Hardcover,2019,Fiction
1016,17.51,26.0,Howard Stern Comes Again,7960.0,4.5,Howard Stern,Hardcover,2019,Non Fiction
1017,5.9,27.0,Guts: A Graphic Novel,13983.0,4.8,Raina Telgemeier,Paperback,2019,Non Fiction
1018,8.32,28.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,28111.0,4.5,Marie Kondō,Hardcover,2019,Non Fiction
1019,21.52,29.0,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (Illustrated edition) (4)",24882.0,4.9,J. K. Rowling,Hardcover,2019,Fiction
1020,8.72,30.0,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),17839.0,4.8,Amy Shields,Hardcover,2019,Non Fiction
1021,8.7,31.0,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,13295.0,4.4,Jennifer Smith,Paperback,2019,Non Fiction
1022,11.4,32.0,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928.0,4.8,Bessel van der Kolk M.D.,Paperback,2019,Non Fiction
1023,6.99,33.0,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,27801.0,4.6,Pretty Simple Press,Paperback,2019,Non Fiction
1024,5.36,34.0,Goodnight Moon,24815.0,4.9,Margaret Wise Brown,Board book,2019,Fiction
1025,6.98,35.0,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,28721.0,4.3,Amy Ramos,Paperback,2019,Non Fiction
1026,4.99,36.0,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),20061.0,4.8,Silly Bear,Paperback,2019,Non Fiction
1027,9.25,37.0,Strange Planet (Strange Planet Series),16341.0,4.9,Nathan W. Pyle,Hardcover,2019,Fiction
1028,22.95,38.0,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),45713.0,4.9,Dungeons & Dragons,Hardcover,2019,Fiction
1029,12.99,39.0,The Silent Patient,135163.0,4.5,Alex Michaelides,Hardcover,2019,Fiction
1030,11.97,40.0,"5,000 Awesome Facts (About Everything!)",19088.0,4.8,National Kids,Hardcover,2019,Non Fiction
1031,7.19,41.0,To Kill a Mockingbird,68842.0,4.8,Harper Lee,Paperback,2019,Fiction
1032,8.45,42.0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,35414.0,4.7,Jen Sincero,Paperback,2019,Non Fiction
1033,12.98,43.0,"National Geographic Kids Why?: Over 1,111 Answers to Everything",12922.0,4.8,Crispin Boyer,Hardcover,2019,Non Fiction
1034,20.35,44.0,Can't Hurt Me: Master Your Mind and Defy the Odds,60784.0,4.8,David Goggins,Hardcover,2019,Non Fiction
1035,13.73,45.0,The Guardians: A Novel,35843.0,4.5,John Grisham,Hardcover,2019,Fiction
1036,5.72,46.0,P is for Potty! (Sesame Street) (Lift-the-Flap),28308.0,4.7,Naomi Kleinberg,Board book,2019,Non Fiction
1037,11.88,47.0,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,24427.0,4.7,Dave Ramsey,Hardcover,2019,Non Fiction
1038,4.55,48.0,"Brown Bear, Brown Bear, What Do You See?",47194.0,4.9,Bill Martin Jr.,Board book,2019,Fiction
1039,9.99,49.0,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),30623.0,4.7,Dinah Bucholz,Hardcover,2019,Fiction
1040,9.63,50.0,The Mueller Report,4086.0,4.5,The Washington Post,Paperback,2019,Non Fiction
1041,13.49,51.0,Zen as F*ck (Zen as F*ck Journals),23862.0,4.7,Monica Sweeney,Paperback,2019,Non Fiction
1042,8.99,52.0,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,94095.0,4.7,Robert T. Kiyosaki,Mass Market Paperback,2019,Non Fiction
1043,14.67,53.0,The Institute: A Novel,33465.0,4.7,Stephen King,Hardcover,2019,Fiction
1044,14.99,54.0,The Testaments: The Sequel to The Handmaid's Tale,30465.0,4.6,Margaret Atwood,Hardcover,2019,Fiction
1045,17.07,55.0,Super Deluxe Essential Handbook (PokÃ©mon): The Need-to-Know Stats and Facts on Over 800 Characters,20986.0,4.8,Scholastic,Paperback,2019,Non Fiction
1046,6.99,56.0,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,20363.0,4.5,Paper Peony Press,Paperback,2019,Non Fiction
1047,2.99,57.0,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",49404.0,4.8,Brighter Child,Cards,2019,Non Fiction
1048,11.98,58.0,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,84079.0,4.8,James Clear,Hardcover,2019,Non Fiction
1049,11.58,59.0,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,29897.0,4.7,Admiral William H. McRaven,Hardcover,2019,Non Fiction
1050,6.92,60.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,29674.0,4.7,Brené Brown,Paperback,2019,Non Fiction
1051,15.5,61.0,Sapiens: A Brief History of Humankind,29698.0,4.6,Yuval Harari,Paperback,2019,Non Fiction
1052,12.7,62.0,What to Expect When You're Expecting,29389.0,4.8,Heidi Murkoff,Paperback,2019,Non Fiction
1053,13.99,63.0,Where the Crawdads Sing,344811.0,4.8,Delia Owens,Paperback,2019,Fiction
1054,9.87,64.0,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",11620.0,4.8,Brené Brown,Paperback,2019,Non Fiction
1055,13.29,65.0,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750.0,4.7,Paulo Coelho,Paperback,2019,Fiction
1056,24.29,66.0,"Publication Manual of the American Psychological Association, 6th Edition",12674.0,4.5,American Psychological Association,Paperback,2019,Non Fiction
1057,4.98,67.0,The Pout-Pout Fish,23576.0,4.9,Deborah Diesen,Board book,2019,Fiction
1058,13.38,68.0,Talking to Strangers: What We Should Know about the People We Don't Know,15461.0,4.5,Malcolm Gladwell,Hardcover,2019,Non Fiction
1059,5.0,69.0,Dear Zoo: A Lift-the-Flap Book,26396.0,4.8,Rod Campbell,Board book,2019,Fiction
1060,14.29,70.0,The Overstory: A Novel,16428.0,4.4,Richard Powers,Paperback,2019,Fiction
1061,8.29,71.0,Fahrenheit 451,34955.0,4.6,Ray Bradbury,Paperback,2019,Fiction
1062,18.29,72.0,StrengthsFinder 2.0,7082.0,4.1,Gallup,Hardcover,2019,Non Fiction
1063,18.14,73.0,12 Rules for Life: An Antidote to Chaos,58074.0,4.8,Jordan B. Peterson,Hardcover,2019,Non Fiction
1064,8.31,74.0,Eleanor Oliphant Is Completely Fine: A Novel,59925.0,4.5,Gail Honeyman,Paperback,2019,Fiction
1065,14.71,75.0,Me: Elton John Official Autobiography,21207.0,4.8,Elton John,Hardcover,2019,Non Fiction
1066,11.99,76.0,The Road Back to You: An Enneagram Journey to Self-Discovery,10495.0,4.7,Ian Morgan Cron,Hardcover,2019,Non Fiction
1067,9.57,77.0,The Tattooist of Auschwitz: A Novel,55794.0,4.7,Heather Morris,Paperback,2019,Fiction
1068,10.99,78.0,People of Walmart Adult Coloring Book: Rolling Back Dignity,10544.0,4.7,Andrew Kipple,Paperback,2019,Non Fiction
1069,6.79,79.0,The Great Gatsby: The Only Authorized Edition,18656.0,4.5,F. Scott Fitzgerald,Paperback,2019,Fiction
1070,13.0,80.0,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,19201.0,4.8,America's Test Kitchen Kids,Hardcover,2019,Non Fiction
1071,8.6,81.0,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",8470.0,4.8,Rachel Maddow,Hardcover,2019,Non Fiction
1072,4.98,82.0,Love You Forever,53161.0,4.9,Robert Munsch,Paperback,2019,Fiction
1073,8.94,83.0,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",15796.0,4.4,Jen Fisch,Paperback,2019,Non Fiction
1074,8.14,84.0,The Giving Tree,27476.0,4.9,Shel Silverstein,Hardcover,2019,Fiction
1075,8.95,85.0,Dragons Love Tacos,15753.0,4.8,Adam Rubin,Hardcover,2019,Fiction
1076,10.5,86.0,How to Win Friends & Influence People,79094.0,4.7,Dale Carnegie,Paperback,2019,Non Fiction
1077,16.59,87.0,Magnolia Table,32326.0,4.8,Joanna Gaines,Hardcover,2019,Non Fiction
1078,16.95,88.0,The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1),25528.0,4.6,Dr. Jason Fung,Paperback,2019,Non Fiction
1079,11.0,89.0,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",19363.0,4.8,Mary Pope Osborne,Paperback,2019,Fiction
1080,8.09,90.0,Then She Was Gone: A Novel,49979.0,4.5,Lisa Jewell,Paperback,2019,Fiction
1081,13.98,91.0,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,7648.0,4.4,David McCullough,Hardcover,2019,Non Fiction
1082,11.66,92.0,Wacky Waving Inflatable Tube Guy (RP Minis),38588.0,4.0,Conor Riordan,Paperback,2019,Fiction
1083,21.99,93.0,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",10982.0,4.7,Anthony William,Hardcover,2019,Non Fiction
1084,9.48,94.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",24544.0,4.8,Valorie Schaefer,Paperback,2019,Non Fiction
1085,5.98,95.0,There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),24728.0,4.8,Tish Rabe,Hardcover,2019,Non Fiction
1086,4.99,96.0,How to Draw 101 Animals (1),24653.0,4.7,Dan Green,Paperback,2019,Non Fiction
1088,15.9,98.0,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,9484.0,4.6,Suzanne Ryan,Paperback,2019,Non Fiction
1089,9.49,99.0,The Outsiders,30584.0,4.8,S. E. Hinton,Paperback,2019,Fiction
1090,6.99,100.0,The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition,16760.0,4.6,Crazy Corey,Paperback,2019,Non Fiction
1091,16.53,1.0,A Promised Land,125017.0,4.9,Barack Obama,Hardcover,2020,Non Fiction
1092,12.93,2.0,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,102078.0,4.6,Mary L. Trump Ph.D.,Hardcover,2020,Non Fiction
1093,12.39,3.0,Where the Crawdads Sing,344811.0,4.8,Delia Owens,Hardcover,2020,Fiction
1094,4.07,4.0,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",77319.0,4.8,Crystal Radke,Paperback,2020,Non Fiction
1095,19.99,5.0,Midnight Sun,81203.0,4.8,Stephenie Meyer,Hardcover,2020,Fiction
1096,14.89,6.0,Untamed,53688.0,4.6,Glennon Doyle,Hardcover,2020,Non Fiction
1097,4.14,7.0,If Animals Kissed Good Night,69538.0,4.8,Ann Whitford Paul,Board book,2020,Fiction
1098,8.15,8.0,White Fragility: Why It's So Hard for White People to Talk About Racism,39920.0,4.5,Dr. Robin DiAngelo,Paperback,2020,Non Fiction
1099,5.99,9.0,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",66846.0,4.8,School Zone,Paperback,2020,Non Fiction
1100,14.75,10.0,The Room Where It Happened: A White House Memoir,49573.0,4.3,John Bolton,Hardcover,2020,Non Fiction
1101,13.99,11.0,The Ballad of Songbirds and Snakes (A Hunger Games Novel),50700.0,4.7,Suzanne Collins,Hardcover,2020,Fiction
1102,6.48,12.0,Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),43881.0,4.9,Dav Pilkey,Hardcover,2020,Fiction
1103,4.93,13.0,The Very Hungry Caterpillar,54008.0,4.9,Eric Carle,Board book,2020,Fiction
1104,16.5,14.0,Becoming,123276.0,4.8,Michelle Obama,Hardcover,2020,Non Fiction
1105,13.51,15.0,How to Be an Antiracist,25333.0,4.7,Ibram X. Kendi,Hardcover,2020,Non Fiction
1106,7.74,16.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),86676.0,4.7,Don Miguel Ruiz,Paperback,2020,Non Fiction
1107,11.07,17.0,Rage,34424.0,4.6,Bob Woodward,Hardcover,2020,Non Fiction
1108,14.34,18.0,Caste (Oprah's Book Club): The Origins of Our Discontents,40983.0,4.8,Isabel Wilkerson,Hardcover,2020,Non Fiction
1109,15.35,19.0,Greenlights,59400.0,4.7,Matthew McConaughey,Hardcover,2020,Non Fiction
1110,6.99,20.0,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",32091.0,4.8,Hopscotch Girls,Paperback,2020,Non Fiction
1111,12.77,21.0,American Dirt (Oprah's Book Club): A Novel,109386.0,4.6,Jeanine Cummins,Hardcover,2020,Fiction
1112,10.35,22.0,"The Boy, the Mole, the Fox and the Horse",108231.0,4.8,Charlie Mackesy,Hardcover,2020,Fiction
1113,9.99,23.0,Little Fires Everywhere: A Novel,56899.0,4.5,Celeste Ng,Paperback,2020,Fiction
1114,7.38,24.0,The Deep End (Diary of a Wimpy Kid Book 15),44139.0,4.9,Jeff Kinney,Hardcover,2020,Fiction
1115,11.98,25.0,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,84079.0,4.8,James Clear,Hardcover,2020,Non Fiction
1116,4.31,26.0,I Love You to the Moon and Back,60075.0,4.9,Amelia Hepworth,Board book,2020,Non Fiction
1117,5.23,27.0,How to Catch a Mermaid,29836.0,4.8,Adam Wallace,Hardcover,2020,Fiction
1118,14.9,28.0,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",29763.0,4.7,Erik Larson,Hardcover,2020,Non Fiction
1119,5.22,29.0,How to Catch a Unicorn,32100.0,4.8,Adam Wallace,Hardcover,2020,Fiction
1120,6.9,30.0,Giraffes Can't Dance,28447.0,4.8,Giles Andreae,Board book,2020,Fiction
1121,4.55,31.0,"Brown Bear, Brown Bear, What Do You See?",47472.0,4.9,Bill Martin Jr.,Board book,2020,Fiction
1122,7.57,32.0,The 5 Love Languages: The Secret to Love that Lasts,69866.0,4.8,Gary Chapman,Paperback,2020,Non Fiction
1123,17.0,33.0,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",26429.0,4.9,Joanna Gaines,Hardcover,2020,Non Fiction
1124,12.32,34.0,The Vanishing Half: A Novel,96411.0,4.4,Brit Bennett,Hardcover,2020,Fiction
1125,18.78,35.0,Modern Comfort Food: A Barefoot Contessa Cookbook,16897.0,4.8,Ina Garten,Hardcover,2020,Non Fiction
1126,9.95,36.0,"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",42410.0,4.8,Shannon Roberts,Paperback,2020,Non Fiction
1127,5.28,37.0,The Wonky Donkey,74725.0,4.8,Craig Smith,Paperback,2020,Fiction
1128,11.4,38.0,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928.0,4.8,Bessel van der Kolk M.D.,Paperback,2020,Non Fiction
1129,7.2,39.0,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,21490.0,4.8,Workman Publishing,Paperback,2020,Non Fiction
1130,8.95,40.0,Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,18971.0,4.8,Workman Publishing,Paperback,2020,Non Fiction
1131,11.89,41.0,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",22169.0,4.8,Adir Levy,Hardcover,2020,Fiction
1132,11.66,42.0,Wacky Waving Inflatable Tube Guy (RP Minis),47472.0,4.0,Conor Riordan,Paperback,2020,Fiction
1133,12.99,43.0,The Silent Patient,135163.0,4.5,Alex Michaelides,Hardcover,2020,Fiction
1134,5.99,44.0,The Big Book of Silly Jokes for Kids,20572.0,4.7,Carole P. Roman,Paperback,2020,Non Fiction
1135,4.59,45.0,Chicka Chicka Boom Boom (Board Book),33791.0,4.9,Bill Martin Jr.,Board book,2020,Non Fiction
1136,13.45,46.0,Live Free Or Die: America (and the World) on the Brink,24460.0,4.8,Sean Hannity,Hardcover,2020,Non Fiction
1137,6.99,47.0,Burn After Writing,78273.0,4.6,Sharon Jones,Paperback,2020,Non Fiction
1138,14.34,48.0,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,21319.0,4.7,Jennie Allen,Hardcover,2020,Non Fiction
1139,7.19,49.0,Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,20532.0,4.7,"Ph.D., Katie Stokes, M.Ed.,",Paperback,2020,Non Fiction
1140,13.0,50.0,Educated: A Memoir,69406.0,4.7,Tara Westover,Hardcover,2020,Non Fiction
1141,8.09,51.0,Then She Was Gone: A Novel,49979.0,4.5,Lisa Jewell,Paperback,2020,Fiction
1142,5.99,52.0,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),28840.0,4.6,M Prefontaine,Paperback,2020,Non Fiction
1143,7.48,53.0,1984,72441.0,4.7,George Orwell,Mass Market Paperback,2020,Fiction
1144,17.5,54.0,Humans,19238.0,4.9,Brandon Stanton,Hardcover,2020,Fiction
1145,5.36,55.0,Goodnight Moon,24815.0,4.9,Margaret Wise Brown,Board book,2020,Fiction
1146,10.38,56.0,I've Loved You Since Forever,20854.0,4.8,Hoda Kotb,Hardcover,2020,Non Fiction
1147,7.87,57.0,Just Mercy: A Story of Justice and Redemption,22860.0,4.8,Bryan Stevenson,Paperback,2020,Non Fiction
1148,8.99,58.0,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,94095.0,4.7,Robert T. Kiyosaki,Mass Market Paperback,2020,Non Fiction
1149,13.0,59.0,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,19282.0,4.8,America's Test Kitchen Kids,Hardcover,2020,Non Fiction
1150,24.0,60.0,Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association,28579.0,4.8,American Psychological Association,Paperback,2020,Non Fiction
1151,13.29,61.0,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,27332.0,4.7,Deborah Schecter,Paperback,2020,Non Fiction
1152,16.0,62.0,The Mamba Mentality: How I Play,23654.0,4.9,Kobe Bryant,Hardcover,2020,Non Fiction
1153,2.67,63.0,"School Zone - Multiplication 0-12 Flash Cards - Ages 8+, 3rd Grade, 4th Grade, Elementary Math, Multiplication Facts, Common Core, and More",26014.0,4.7,School Zone,Cards,2020,Non Fiction
1154,5.98,64.0,There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),24728.0,4.8,Tish Rabe,Hardcover,2020,Non Fiction
1155,14.5,65.0,Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump,32055.0,4.6,Michael Cohen,Hardcover,2020,Non Fiction
1156,4.22,66.0,"My First Toddler Coloring Book: Fun with Numbers, Letters, Shapes, Colors, and Animals! (Kids coloring activity books)",19071.0,4.8,Tanya Emelyanova,Paperback,2020,Non Fiction
1157,13.29,67.0,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750.0,4.7,Paulo Coelho,Paperback,2020,Fiction
1158,7.19,68.0,To Kill a Mockingbird,68842.0,4.8,Harper Lee,Paperback,2020,Fiction
